ID	symbol	chromosome	start	stop
ENSG00000137103	TMEM8B	17	702937	703437
ENSG00000137100	DCTN3	20	757925	758425
ENSG00000137101	CD72	20	197332	197832
ENSG00000137106	GRHPR	2	459192	459692
ENSG00000141551	CSNK1D	18	584453	584953
ENSG00000141552	ANAPC11	8	798683	799183
ENSG00000180198	RCC1	13	794306	794806
ENSG00000172554	SNTG2	12	307111	307611
ENSG00000139617	ENSG00000139617	8	428854	429354
ENSG00000138639	ARHGAP24	10	416949	417449
ENSG00000117600	LPPR4	15	218188	218688
ENSG00000139613	SMARCC2	11	911921	912421
ENSG00000117500	TMED5	7	186210	186710
ENSG00000139946	PELI2	5	185429	185929
ENSG00000173933	RBM4	7	858199	858699
ENSG00000122484	RPAP2	2	163189	163689
ENSG00000173930	SLCO4C1	2	768576	769076
ENSG00000122481	RWDD3	3	973846	974346
ENSG00000122483	CCDC18	16	118719	119219
ENSG00000122482	ZNF644	1	705782	706282
ENSG00000185652	NTF3	22	362141	362641
ENSG00000185651	UBE2L3	14	189534	190034
ENSG00000185650	ZFP36L1	18	585686	586186
ENSG00000132635	PCED1A	12	987789	988289
ENSG00000185658	BRWD1	10	287115	287615
ENSG00000101442	ACTR5	10	463242	463742
ENSG00000101443	WFDC2	2	637539	638039
ENSG00000101440	ASIP	17	38429	38929
ENSG00000101447	FAM83D	16	217847	218347
ENSG00000115896	PLCL1	3	239287	239787
ENSG00000101445	PPP1R16B	21	472544	473044
ENSG00000183431	SF3A3	4	290953	291453
ENSG00000145649	GZMA	3	896030	896530
ENSG00000084110	HAL	11	751429	751929
ENSG00000084112	SSH1	21	568901	569401
ENSG00000127507	EMR2	2	334651	335151
ENSG00000172889	EGFL7	2	932693	933193
ENSG00000137812	CASC5	6	847625	848125
ENSG00000164941	INTS8	17	190824	191324
ENSG00000137814	HAUS2	5	106118	106618
ENSG00000137815	RTF1	16	405520	406020
ENSG00000164944	KIAA1429	1	690901	691401
ENSG00000113088	GZMK	21	13533	14033
ENSG00000137818	RPLP1	20	310227	310727
ENSG00000137819	PAQR5	11	765066	765566
ENSG00000112320	SOBP	7	864880	865380
ENSG00000172336	POP7	19	444092	444592
ENSG00000127054	CPSF3L	21	597327	597827
ENSG00000113328	CCNG1	18	493414	493914
ENSG00000173068	BNC2	2	268135	268635
ENSG00000186104	CYP2R1	6	99299	99799
ENSG00000186105	LRRC70	5	312242	312742
ENSG00000126903	SLC10A3	12	124409	124909
ENSG00000197245	FAM110D	19	234132	234632
ENSG00000126522	ASL	22	703489	703989
ENSG00000173065	FAM222B	6	622311	622811
ENSG00000173064	HECTD4	15	589597	590097
ENSG00000113327	GABRG2	16	344794	345294
ENSG00000008083	JARID2	16	142621	143121
ENSG00000187695	RP11-723O4.6	8	584839	585339
ENSG00000170647	TMEM133	22	427764	428264
ENSG00000129071	MBD4	4	121431	121931
ENSG00000145700	ANKRD31	18	687159	687659
ENSG00000145703	IQGAP2	12	79176	79676
ENSG00000085449	WDFY1	2	678050	678550
ENSG00000082556	OPRK1	20	366675	367175
ENSG00000145708	CRHBP	20	136333	136833
ENSG00000175426	PCSK1	9	622139	622639
ENSG00000121680	PEX16	12	558501	559001
ENSG00000196081	ZNF724P	21	185197	185697
ENSG00000205209	SCGB2B2	14	126117	126617
ENSG00000205208	C4ORF46	18	141887	142387
ENSG00000174485	DENND4A	20	117437	117937
ENSG00000138095	LRPPRC	8	751113	751613
ENSG00000187690	CXORF67	4	154825	155325
ENSG00000116663	FBXO6	5	353722	354222
ENSG00000116661	FBXO2	8	416365	416865
ENSG00000116667	C1ORF21	17	659323	659823
ENSG00000020129	NCDN	12	819775	820275
ENSG00000179776	CDH5	17	347539	348039
ENSG00000116668	SWT1	8	81807	82307
ENSG00000134255	CEPT1	7	817751	818251
ENSG00000085999	RAD54L	13	764879	765379
ENSG00000085998	POMGNT1	18	854584	855084
ENSG00000113494	PRLR	19	488979	489479
ENSG00000117139	KDM5B	20	419002	419502
ENSG00000085224	ATRX	2	34528	35028
ENSG00000183888	C1ORF64	13	243153	243653
ENSG00000132639	SNAP25	17	52291	52791
ENSG00000004468	CD38	14	346871	347371
ENSG00000166407	LMO1	12	750011	750511
ENSG00000110090	CPT1A	20	803946	804446
ENSG00000154928	EPHB1	18	157835	158335
ENSG00000144118	RALB	19	202957	203457
ENSG00000004487	KDM1A	13	170022	170522
ENSG00000081692	JMJD4	1	823618	824118
ENSG00000100311	PDGFB	5	654123	654623
ENSG00000150433	TMEM218	12	106266	106766
ENSG00000104671	DCTN6	11	360375	360875
ENSG00000155115	GTF3C6	2	84325	84825
ENSG00000100314	CABP7	9	694110	694610
ENSG00000100316	RPL3	1	395735	396235
ENSG00000100319	ZMAT5	20	388576	389076
ENSG00000214253	FIS1	14	376425	376925
ENSG00000104679	R3HCC1	11	26492	26992
ENSG00000146215	CRIP3	8	247339	247839
ENSG00000117984	CTSD	4	868375	868875
ENSG00000101336	HCK	10	952095	952595
ENSG00000147257	GPC3	19	341316	341816
ENSG00000110680	CALCA	7	685938	686438
ENSG00000119820	YIPF4	14	957472	957972
ENSG00000099958	DERL3	2	532675	533175
ENSG00000006555	TTC22	20	222480	222980
ENSG00000134910	STT3A	8	301997	302497
ENSG00000110675	ELMOD1	8	358350	358850
ENSG00000198113	TOR4A	21	612932	613432
ENSG00000156873	PHKG2	16	678885	679385
ENSG00000203780	FANK1	14	813649	814149
ENSG00000157796	WDR19	3	691457	691957
ENSG00000156876	SASS6	16	917655	918155
ENSG00000156875	HIAT1	22	95828	96328
ENSG00000103852	TTC23	19	966580	967080
ENSG00000164050	PLXNB1	13	619136	619636
ENSG00000198730	CTR9	10	507869	508369
ENSG00000164053	ATRIP	22	76017	76517
ENSG00000164054	SHISA5	19	797384	797884
ENSG00000032742	IFT88	13	141681	142181
ENSG00000164056	SPRY1	17	777810	778310
ENSG00000144426	NBEAL1	17	504530	505030
ENSG00000178028	DMAP1	10	575588	576088
ENSG00000144290	SLC4A10	6	522440	522940
ENSG00000100170	SLC5A1	19	676368	676868
ENSG00000182934	SRPR	18	651478	651978
ENSG00000103154	NECAB2	20	497377	497877
ENSG00000120334	CENPL	5	480794	481294
ENSG00000161664	ASB16	18	196306	196806
ENSG00000155034	FBXL18	13	256138	256638
ENSG00000256892	MTRNR2L7	15	295397	295897
ENSG00000064195	DLX3	21	420642	421142
ENSG00000135439	AGAP2	13	886946	887446
ENSG00000083123	BCKDHB	7	879201	879701
ENSG00000160285	LSS	8	124092	124592
ENSG00000160284	SPATC1L	18	626097	626597
ENSG00000160539	PPAPDC3	18	474268	474768
ENSG00000064199	SPA17	21	346096	346596
ENSG00000181016	LSMEM1	17	426751	427251
ENSG00000086758	HUWE1	20	56420	56920
ENSG00000099954	CECR2	6	67758	68258
ENSG00000134250	NOTCH2	10	715373	715873
ENSG00000198597	ZNF536	13	705664	706164
ENSG00000189350	FAM179A	6	855483	855983
ENSG00000181019	NQO1	22	329106	329606
ENSG00000076944	STXBP2	12	379790	380290
ENSG00000132881	RSG1	9	610779	611279
ENSG00000189221	MAOA	11	220542	221042
ENSG00000189227	C15ORF61	22	527669	528169
ENSG00000109103	UNC119	2	659862	660362
ENSG00000167625	ZNF526	19	163616	164116
ENSG00000171962	LRRC48	8	367386	367886
ENSG00000171960	PPIH	5	486849	487349
ENSG00000149346	SLX4IP	17	901781	902281
ENSG00000100722	ZC3H14	8	551653	552153
ENSG00000241945	PWP2	17	153388	153888
ENSG00000075914	EXOSC7	17	780120	780620
ENSG00000197540	GZMM	5	51279	51779
ENSG00000231852	ENSG00000231852	4	17789	18289
ENSG00000169660	HEXDC	21	789826	790326
ENSG00000160752	FDPS	18	263143	263643
ENSG00000215126	CBWD7	22	712768	713268
ENSG00000120742	SERP1	7	357508	358008
ENSG00000156299	TIAM1	8	958013	958513
ENSG00000156298	TSPAN7	1	321072	321572
ENSG00000078098	FAP	22	591879	592379
ENSG00000093072	CECR1	7	581469	581969
ENSG00000154447	SH3RF1	1	549361	549861
ENSG00000116729	WLS	10	881079	881579
ENSG00000168393	DTYMK	14	232344	232844
ENSG00000101333	PLCB4	3	285222	285722
ENSG00000168397	ATG4B	2	199224	199724
ENSG00000168395	ING5	21	109808	110308
ENSG00000168394	ENSG00000168394	1	963200	963700
ENSG00000197822	OCLN	17	405839	406339
ENSG00000197019	SERTAD1	19	810654	811154
ENSG00000139372	TDG	13	622476	622976
ENSG00000196782	MAML3	6	151390	151890
ENSG00000139370	SLC15A4	3	816670	817170
ENSG00000092470	WDR76	10	533936	534436
ENSG00000180425	C11ORF71	5	763015	763515
ENSG00000179774	ATOH7	14	186998	187498
ENSG00000180423	HARBI1	12	139056	139556
ENSG00000179772	FOXS1	2	772223	772723
ENSG00000147251	DOCK11	14	868185	868685
ENSG00000153187	HNRNPU	18	666521	667021
ENSG00000147255	IGSF1	21	217121	217621
ENSG00000131143	COX4I1	20	67583	68083
ENSG00000103152	MPG	22	457925	458425
ENSG00000143951	WDPCP	22	232837	233337
ENSG00000151470	C4ORF33	2	238192	238692
ENSG00000123500	COL10A1	7	33845	34345
ENSG00000131148	EMC8	22	644328	644828
ENSG00000131149	GSE1	9	676009	676509
ENSG00000123505	AMD1	10	564486	564986
ENSG00000132141	CCT6B	9	992667	993167
ENSG00000175548	ALG10B	20	822927	823427
ENSG00000132142	ACACA	18	685928	686428
ENSG00000219607	PPP1R3G	21	391335	391835
ENSG00000177352	CCDC71	18	580525	581025
ENSG00000156127	BATF	3	481159	481659
ENSG00000177354	C10ORF71	17	304752	305252
ENSG00000143933	CALM2	20	721793	722293
ENSG00000167083	GNGT2	20	437072	437572
ENSG00000167081	PBX3	3	812748	813248
ENSG00000171643	S100Z	20	282824	283324
ENSG00000013523	ANGEL1	11	921098	921598
ENSG00000167088	SNRPD1	12	184639	185139
ENSG00000111231	GPN3	17	425624	426124
ENSG00000135249	RINT1	19	387674	388174
ENSG00000111237	VPS29	14	422857	423357
ENSG00000135241	PNPLA8	4	409743	410243
ENSG00000147036	LANCL3	3	519729	520229
ENSG00000142046	TMEM91	20	45341	45841
ENSG00000135245	HILPDA	18	143872	144372
ENSG00000142512	SIGLEC10	22	160914	161414
ENSG00000166971	AKTIP	11	200036	200536
ENSG00000148688	RPP30	13	80243	80743
ENSG00000166974	MAPRE2	20	438056	438556
ENSG00000064999	ANKS1A	3	944906	945406
ENSG00000166979	EVA1C	5	32671	33171
ENSG00000068745	IP6K2	10	280068	280568
ENSG00000064995	TAF11	17	510439	510939
ENSG00000127920	GNG11	4	155719	156219
ENSG00000167889	MGAT5B	13	701754	702254
ENSG00000163257	DCAF16	12	732297	732797
ENSG00000163704	PRRT3	6	21486	21986
ENSG00000163701	IL17RE	20	38321	38821
ENSG00000163703	CRELD1	10	692972	693472
ENSG00000163702	IL17RC	8	91221	91721
ENSG00000141965	FEM1A	1	890860	891360
ENSG00000214655	ZSWIM8	22	239293	239793
ENSG00000055950	MRPL43	11	260900	261400
ENSG00000180767	CHST13	15	199992	200492
ENSG00000092295	TGM1	12	967090	967590
ENSG00000179304	FAM156B	11	718361	718861
ENSG00000141968	VAV1	17	78408	78908
ENSG00000179300	ZCCHC5	2	685078	685578
ENSG00000043093	DCUN1D1	11	898182	898682
ENSG00000062598	ELMO2	12	139673	140173
ENSG00000174891	RSRC1	6	88956	89456
ENSG00000093167	LRRFIP2	16	733285	733785
ENSG00000172201	ID4	18	297314	297814
ENSG00000136842	TMOD1	8	44225	44725
ENSG00000188687	SLC4A5	7	257092	257592
ENSG00000188686	SCXA	16	194664	195164
ENSG00000110321	EIF4G2	18	877644	878144
ENSG00000114770	ABCC5	8	325549	326049
ENSG00000114771	AADAC	20	740665	741165
ENSG00000118217	ATF6	21	105964	106464
ENSG00000170734	POLH	15	755108	755608
ENSG00000114779	ABHD14B	4	462547	463047
ENSG00000146038	DCDC2	5	781766	782266
ENSG00000115421	PAPOLG	18	159996	160496
ENSG00000138297	TIMM23	19	181304	181804
ENSG00000115423	DNAH6	12	161827	162327
ENSG00000115425	PECR	17	227589	228089
ENSG00000132323	ILKAP	2	754518	755018
ENSG00000148346	LCN2	14	920759	921259
ENSG00000184207	PGP	4	656729	657229
ENSG00000148344	PTGES	18	981026	981526
ENSG00000115138	POMC	11	668477	668977
ENSG00000259518	RP11-597K23.2	13	793864	794364
ENSG00000148343	FAM73B	18	523104	523604
ENSG00000148341	SH3GLB2	7	864050	864550
ENSG00000109586	GALNT7	11	784554	785054
ENSG00000178338	ZNF354B	3	30384	30884
ENSG00000205436	EXOC3L4	1	523141	523641
ENSG00000127191	TRAF2	1	565814	566314
ENSG00000047579	DTNBP1	18	809538	810038
ENSG00000047578	KIAA0556	1	824986	825486
ENSG00000135862	LAMC1	21	898133	898633
ENSG00000173402	DAG1	13	71363	71863
ENSG00000069696	DRD4	16	41707	42207
ENSG00000121486	TRMT1L	20	354441	354941
ENSG00000157456	CCNB2	10	599467	599967
ENSG00000166289	PLEKHF1	11	355338	355838
ENSG00000157450	RNF111	14	849410	849910
ENSG00000108984	MAP2K6	16	649587	650087
ENSG00000136449	MYCBPAP	8	353206	353706
ENSG00000163126	ANKRD23	6	178792	179292
ENSG00000157184	CPT2	17	522863	523363
ENSG00000056972	TRAF3IP2	20	124805	125305
ENSG00000132963	POMP	17	482216	482716
ENSG00000149527	PLCH2	16	712337	712837
ENSG00000136444	RSAD1	14	137990	138490
ENSG00000120694	HSPH1	22	509034	509534
ENSG00000141349	G6PC3	5	659280	659780
ENSG00000137714	FDX1	20	965026	965526
ENSG00000137713	PPP2R1B	10	993516	994016
ENSG00000137710	RDX	22	867868	868368
ENSG00000133454	MYO18B	8	985117	985617
ENSG00000164532	TBX20	2	792385	792885
ENSG00000138152	BTBD16	20	883351	883851
ENSG00000222036	POTEG	13	161604	162104
ENSG00000222033	AC007405.2	17	480442	480942
ENSG00000127990	SGCE	14	644405	644905
ENSG00000127993	RBM48	4	693334	693834
ENSG00000127995	CASD1	8	619604	620104
ENSG00000205659	LIN52	12	407632	408132
ENSG00000166025	AMOTL1	3	114645	115145
ENSG00000166024	R3HCC1L	9	523674	524174
ENSG00000182111	ZNF716	9	958920	959420
ENSG00000166750	SLFN5	1	933268	933768
ENSG00000029993	HMGB3	11	735991	736491
ENSG00000162073	PAQR4	2	620792	621292
ENSG00000096433	ITPR3	7	778535	779035
ENSG00000130844	ZNF331	18	359956	360456
ENSG00000186352	ANKRD37	3	89906	90406
ENSG00000173214	KIAA1919	6	467210	467710
ENSG00000108187	PBLD	15	731733	732233
ENSG00000173212	MAB21L3	8	430270	430770
ENSG00000173210	ABLIM3	10	548132	548632
ENSG00000186354	C9ORF47	11	240632	241132
ENSG00000182810	DDX28	10	378992	379492
ENSG00000254245	PCDHGA3	5	502850	503350
ENSG00000067167	TRAM1	8	382680	383180
ENSG00000164142	FAM160A1	1	715326	715826
ENSG00000086967	MYBPC2	21	982194	982694
ENSG00000167114	SLC27A4	19	280780	281280
ENSG00000165487	MICU2	7	876345	876845
ENSG00000178235	SLITRK1	9	154354	154854
ENSG00000164284	GRPEL2	9	276132	276632
ENSG00000184840	TMED9	6	325766	326266
ENSG00000164283	ESM1	12	936056	936556
ENSG00000100442	FKBP3	1	670727	671227
ENSG00000111206	FOXM1	12	924710	925210
ENSG00000102001	CACNA1F	9	622661	623161
ENSG00000070814	TCOF1	1	891508	892008
ENSG00000100784	RPS6KA5	20	951273	951773
ENSG00000212734	C17ORF100	7	13451	13951
ENSG00000005381	MPO	18	483554	484054
ENSG00000187513	GJA4	10	745773	746273
ENSG00000108231	LGI1	8	786068	786568
ENSG00000168538	TRAPPC11	13	260555	261055
ENSG00000117834	SLC5A9	18	788644	789144
ENSG00000108239	TBC1D12	18	627358	627858
ENSG00000080573	COL5A3	15	153905	154405
ENSG00000154188	ANGPT1	16	296739	297239
ENSG00000204344	ENSG00000204344	21	882828	883328
ENSG00000158604	TMED4	5	617851	618351
ENSG00000204348	ENSG00000204348	14	997932	998432
ENSG00000138162	TACC2	21	470831	471331
ENSG00000101782	RIOK3	16	901254	901754
ENSG00000196352	CD55	20	208733	209233
ENSG00000184428	TOP1MT	20	622793	623293
ENSG00000086504	MRPL28	18	578726	579226
ENSG00000171219	CDC42BPG	4	803580	804080
ENSG00000120586	MRC1	21	565909	566409
ENSG00000153944	MSI2	9	264085	264585
ENSG00000096996	IL12RB1	2	407939	408439
ENSG00000126709	IFI6	2	149637	150137
ENSG00000167880	EVPL	10	153920	154420
ENSG00000125875	TBC1D20	16	514933	515433
ENSG00000124256	ZBP1	16	238463	238963
ENSG00000049323	LTBP1	9	322513	323013
ENSG00000100577	GSTZ1	3	762770	763270
ENSG00000151117	TMEM86A	12	537808	538308
ENSG00000151116	UEVLD	20	396368	396868
ENSG00000099822	HCN2	5	442415	442915
ENSG00000107404	DVL1	17	397265	397765
ENSG00000213977	TAX1BP3	18	567477	567977
ENSG00000101161	PRPF6	14	787515	788015
ENSG00000101160	CTSZ	12	94208	94708
ENSG00000101162	TUBB1	2	703549	704049
ENSG00000158467	AHCYL2	6	144542	145042
ENSG00000101166	SLMO2	22	650133	650633
ENSG00000171777	RASGRP4	12	84035	84535
ENSG00000108312	UBTF	2	875871	876371
ENSG00000171773	NXNL1	1	853156	853656
ENSG00000171772	SYCE1	19	825404	825904
ENSG00000124171	PARD6B	16	509606	510106
ENSG00000159733	ZFYVE28	1	566009	566509
ENSG00000175213	ZNF408	14	197414	197914
ENSG00000175215	CTDSP2	5	196513	197013
ENSG00000234224	TMEM229A	10	79113	79613
ENSG00000130150	MOSPD2	15	786358	786858
ENSG00000173085	COQ2	18	131419	131919
ENSG00000179542	SLITRK4	4	254330	254830
ENSG00000130158	DOCK6	14	201661	202161
ENSG00000013374	NUB1	13	429651	430151
ENSG00000257704	PRR24	7	864122	864622
ENSG00000013375	PGM3	5	653179	653679
ENSG00000134765	DSC1	18	467961	468461
ENSG00000186432	KPNA4	4	793491	793991
ENSG00000124596	OARD1	8	62132	62632
ENSG00000112167	SAYSD1	3	892625	893125
ENSG00000129244	ATP1B2	2	719469	719969
ENSG00000129245	FXR2	22	885208	885708
ENSG00000170791	CHCHD7	12	965858	966358
ENSG00000196693	ZNF33B	10	566294	566794
ENSG00000174292	TNK1	7	686304	686804
ENSG00000019169	MARCO	18	80007	80507
ENSG00000120438	TCP1	2	607855	608355
ENSG00000072071	LPHN1	19	412513	413013
ENSG00000124313	IQSEC2	10	360462	360962
ENSG00000120327	PCDHB14	22	395482	395982
ENSG00000120324	PCDHB10	6	183436	183936
ENSG00000136425	CIB2	21	198365	198865
ENSG00000197121	PGAP1	20	796485	796985
ENSG00000161835	GRASP	16	974052	974552
ENSG00000181585	TMIE	14	158931	159431
ENSG00000120328	PCDHB12	14	317699	318199
ENSG00000117305	HMGCL	17	403782	404282
ENSG00000135525	MAP7	11	217867	218367
ENSG00000185070	FLRT2	11	456759	457259
ENSG00000255537	AP000708.1	22	590722	591222
ENSG00000117308	GALE	13	619364	619864
ENSG00000006125	AP2B1	3	300551	301051
ENSG00000121898	CPXM2	20	197922	198422
ENSG00000121897	LIAS	2	846910	847410
ENSG00000121892	PDS5A	10	649154	649654
ENSG00000089250	NOS1	1	64581	65081
ENSG00000042445	RETSAT	19	218446	218946
ENSG00000156466	GDF6	10	146443	146943
ENSG00000110880	CORO1C	10	603913	604413
ENSG00000110881	ASIC1	6	681326	681826
ENSG00000156463	SH3RF2	5	142597	143097
ENSG00000198695	MT-ND6	7	393318	393818
ENSG00000039319	ZFYVE16	15	616816	617316
ENSG00000110888	CAPRIN2	8	142676	143176
ENSG00000156469	MTERFD1	9	856521	857021
ENSG00000198692	EIF1AY	13	804062	804562
ENSG00000143126	CELSR2	18	490339	490839
ENSG00000111684	LPCAT3	6	215845	216345
ENSG00000110344	UBE4A	19	53958	54458
ENSG00000075702	WDR62	18	44298	44798
ENSG00000087365	SF3B2	5	604380	604880
ENSG00000081320	STK17B	12	400120	400620
ENSG00000103528	SYT17	17	528315	528815
ENSG00000176749	CDK5R1	1	965911	966411
ENSG00000128581	RABL5	21	176653	177153
ENSG00000174928	C3ORF33	3	87842	88342
ENSG00000112218	GPR63	15	267838	268338
ENSG00000110080	ST3GAL4	19	411636	412136
ENSG00000143786	CNIH3	3	518140	518640
ENSG00000102921	N4BP1	8	830638	831138
ENSG00000156603	MED19	7	978844	979344
ENSG00000102924	CBLN1	3	603332	603832
ENSG00000163041	H3F3A	13	848963	849463
ENSG00000198477	ZNF280B	21	649625	650125
ENSG00000142186	SCYL1	3	823624	824124
ENSG00000109911	ELP4	22	278466	278966
ENSG00000142185	TRPM2	21	518346	518846
ENSG00000109917	ZNF259	5	601403	601903
ENSG00000131351	HAUS8	4	392217	392717
ENSG00000109919	MTCH2	6	152389	152889
ENSG00000105229	PIAS4	14	216309	216809
ENSG00000010030	ETV7	5	951169	951669
ENSG00000142188	TMEM50B	5	840775	841275
ENSG00000176563	CNTD1	4	229358	229858
ENSG00000229619	AC106722.1	8	126569	127069
ENSG00000118680	MYL12B	15	668459	668959
ENSG00000123338	NCKAP1L	14	578965	579465
ENSG00000118689	FOXO3	11	405853	406353
ENSG00000136870	ZNF189	9	955749	956249
ENSG00000136875	PRPF4	18	346934	347434
ENSG00000136874	STX17	1	216285	216785
ENSG00000110330	BIRC2	9	581728	582228
ENSG00000136878	USP20	3	991303	991803
ENSG00000178796	RIIAD1	21	156937	157437
ENSG00000089159	PXN	3	430356	430856
ENSG00000178826	TMEM139	6	756756	757256
ENSG00000178795	GDPD4	16	494861	495361
ENSG00000163132	MSX1	12	988367	988867
ENSG00000163131	CTSS	5	88589	89089
ENSG00000168701	TMEM208	9	114655	115155
ENSG00000168702	LRP1B	20	511687	512187
ENSG00000163138	PACRGL	16	680353	680853
ENSG00000186908	ZDHHC17	19	923490	923990
ENSG00000166562	SEC11C	6	286763	287263
ENSG00000185928	PAGR1	3	449816	450316
ENSG00000244476	ERVFRD-1	1	523298	523798
ENSG00000182326	C1S	2	258751	259251
ENSG00000182324	KCNJ14	5	959242	959742
ENSG00000182325	FBXL6	10	205419	205919
ENSG00000162669	HFM1	14	234407	234907
ENSG00000185920	PTCH1	8	334082	334582
ENSG00000166569	CPLX4	11	758591	759091
ENSG00000185924	RTN4RL1	17	359418	359918
ENSG00000183751	TBL3	19	355045	355545
ENSG00000115137	DNAJC27	15	640638	641138
ENSG00000204644	ENSG00000204644	9	68463	68963
ENSG00000204642	ENSG00000204642	9	122233	122733
ENSG00000215717	TMEM167B	5	554083	554583
ENSG00000124839	RAB17	20	642158	642658
ENSG00000106976	DNM1	14	460195	460695
ENSG00000163399	ATP1A1	20	234471	234971
ENSG00000163395	IGFN1	10	641312	641812
ENSG00000163393	SLC22A15	18	959437	959937
ENSG00000115306	SPTBN1	15	212821	213321
ENSG00000115307	AUP1	18	773604	774104
ENSG00000089063	TMEM230	2	618168	618668
ENSG00000071282	LMCD1	4	429934	430434
ENSG00000105258	POLR2I	10	214716	215216
ENSG00000151892	GFRA1	6	145669	146169
ENSG00000228696	ARL17B	10	557505	558005
ENSG00000092621	PHGDH	7	339444	339944
ENSG00000105254	TBCB	7	751013	751513
ENSG00000114439	BBX	12	786865	787365
ENSG00000261115	TMEM178B	17	266274	266774
ENSG00000051180	RAD51	8	884296	884796
ENSG00000136383	ALPK3	9	782595	783095
ENSG00000221916	C19ORF73	5	173710	174210
ENSG00000136381	IREB2	21	146506	147006
ENSG00000221914	PPP2R2A	19	605454	605954
ENSG00000132801	ZSWIM3	21	982197	982697
ENSG00000080031	PTPRH	9	325984	326484
ENSG00000134013	LOXL2	10	278334	278834
ENSG00000143797	MBOAT2	9	21931	22431
ENSG00000015520	NPC1L1	1	381602	382102
ENSG00000102109	PCSK1N	12	794436	794936
ENSG00000144649	FAM198A	18	161695	162195
ENSG00000141579	ZNF750	7	298988	299488
ENSG00000059769	DNAJC25	14	310864	311364
ENSG00000141577	AZI1	7	936944	937444
ENSG00000141574	SECTM1	6	962784	963284
ENSG00000144648	CCBP2	20	223304	223804
ENSG00000141570	CBX8	1	62327	62827
ENSG00000183186	C2CD4C	10	440595	441095
ENSG00000139637	C12ORF10	4	482409	482909
ENSG00000148803	FUOM	17	830164	830664
ENSG00000187742	SECISBP2	7	602353	602853
ENSG00000187741	FANCA	10	798335	798835
ENSG00000133606	MKRN1	21	279081	279581
ENSG00000172530	BANP	9	767454	767954
ENSG00000172531	PPP1CA	14	645302	645802
ENSG00000227729	RD3L	7	31285	31785
ENSG00000172534	HCFC1	9	777809	778309
ENSG00000144645	OSBPL10	7	505415	505915
ENSG00000173915	USMG5	8	828234	828734
ENSG00000173914	RBM4B	11	88267	88767
ENSG00000173917	HOXB2	18	763651	764151
ENSG00000144644	GADL1	5	473260	473760
ENSG00000146409	SLC18B1	18	224428	224928
ENSG00000173660	UQCRH	14	380695	381195
ENSG00000138449	SLC40A1	3	954420	954920
ENSG00000233822	HIST1H2BN	5	548248	548748
ENSG00000147804	SLC39A4	9	577172	577672
ENSG00000136122	BORA	8	571525	572025
ENSG00000136653	RASSF5	3	284332	284832
ENSG00000144642	RBMS3	15	199058	199558
ENSG00000165030	NFIL3	9	525976	526476
ENSG00000154518	ATP5G3	2	443164	443664
ENSG00000153237	CCDC148	3	91500	92000
ENSG00000153234	NR4A2	16	754495	754995
ENSG00000030066	NUP160	7	164772	165272
ENSG00000101310	SEC23B	20	938985	939485
ENSG00000101311	FERMT1	13	617465	617965
ENSG00000100593	ISM2	7	725704	726204
ENSG00000141759	TXNL4A	8	974093	974593
ENSG00000177548	RABEP2	19	537233	537733
ENSG00000183454	GRIN2A	5	313449	313949
ENSG00000141753	IGFBP4	10	967377	967877
ENSG00000141750	STAC2	18	890288	890788
ENSG00000137831	UACA	15	166656	167156
ENSG00000141756	FKBP10	12	600144	600644
ENSG00000100591	AHSA1	15	873330	873830
ENSG00000137834	SMAD6	12	589428	589928
ENSG00000205592	MUC19	16	838759	839259
ENSG00000112305	SMAP1	16	105921	106421
ENSG00000112304	ACOT13	15	944589	945089
ENSG00000112655	PTK7	12	302855	303355
ENSG00000112306	RPS12	14	710479	710979
ENSG00000187566	NHLRC1	8	488113	488613
ENSG00000112651	MRPL2	6	484482	484982
ENSG00000127526	SLC35E1	5	386901	387401
ENSG00000074706	IPCEF1	22	908339	908839
ENSG00000127528	KLF2	1	931864	932364
ENSG00000070087	PFN2	2	513000	513500
ENSG00000112309	B3GAT2	17	124699	125199
ENSG00000112308	C6ORF62	19	106674	107174
ENSG00000112659	CUL9	16	383075	383575
ENSG00000112658	SRF	7	353272	353772
ENSG00000122203	KIAA1191	17	370832	371332
ENSG00000113303	BTNL8	7	331289	331789
ENSG00000113300	CNOT6	1	270119	270619
ENSG00000174358	SLC6A19	21	587346	587846
ENSG00000186166	CCDC84	22	997916	998416
ENSG00000073282	TP63	4	323078	323578
ENSG00000177542	SLC25A22	11	755906	756406
ENSG00000254470	AP5B1	8	481161	481661
ENSG00000185585	OLFML2A	18	647264	647764
ENSG00000113282	CLINT1	18	455161	455661
ENSG00000125968	ID1	7	27492	27992
ENSG00000114378	HYAL1	11	124537	125037
ENSG00000183530	PRR14L	17	131627	132127
ENSG00000125962	ARMCX5	2	954958	955458
ENSG00000101017	CD40	11	900099	900599
ENSG00000090372	STRN4	7	818556	819056
ENSG00000089737	DDX24	18	339833	340333
ENSG00000125966	MMP24	10	586846	587346
ENSG00000125965	GDF5	8	551157	551657
ENSG00000090376	IRAK3	17	568489	568989
ENSG00000158296	SLC13A3	1	65455	65955
ENSG00000227184	EPPK1	18	290586	291086
ENSG00000050426	LETMD1	4	514545	515045
ENSG00000160218	TRAPPC10	16	268582	269082
ENSG00000134762	DSC3	8	408895	409395
ENSG00000121152	NCAPH	19	693034	693534
